,Unnamed: 0,pl_name,hostname,pl_type,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_spectype,st_teff,st_rad,st_mass,st_met,companion_type,pl_sus_data,discoverymethod,pl_refname,baseline,num_obs
146,146,HATS-59 b,HATS-59,HJ,1,2,5.416081,0.06112,12.621334,1.126,256.17098,0.806,0.129,0.049,-0.049,,5670.0,1.036,1.038,0.18,1.0,0.0,Transit,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,1742.25346,43.0
147,147,HATS-59 c,HATS-59,CJ,1,2,1422.0,2.504,,,4036.441,12.7,0.083,0.1,-0.1,,5670.0,1.036,1.038,0.18,7.0,1.0,Radial Velocity,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,1742.25346,43.0
148,148,GJ 876 b,GJ 876,WJ,1,4,61.1166,0.208317,,,723.2235,2.2756,0.0324,0.0013,-0.0013,,,0.3,0.32,,22.0,0.0,Radial Velocity,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,4600.64464,162.0
149,149,GJ 876 c,GJ 876,WJ,1,4,30.0881,0.12959,,,226.9846,0.7142,0.25591,0.00093,-0.00093,,,0.3,0.32,,2.0,0.0,Radial Velocity,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,4600.64464,162.0
150,150,GJ 876 d,GJ 876,SE,1,4,1.93778,0.02080665,,,6.83,0.021,0.207,0.055,-0.055,,,0.3,0.32,,1.0,0.0,Radial Velocity,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,4600.64464,162.0
151,151,GJ 876 e,GJ 876,SE,1,4,124.26,0.3343,,,14.6,0.046,0.055,0.012,-0.012,,,0.3,0.32,,1.0,0.0,Radial Velocity,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,4600.64464,162.0
152,152,GJ 849 b,GJ 849,CJ,1,2,1925.31,2.32,,,283.82076745,0.893,0.029,0.019,-0.019,M3.5,3467.0,0.45,0.45,0.09,1.0,0.0,Radial Velocity,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,943.5989289999998,94.0
153,153,GJ 849 c,GJ 849,CJ,1,2,5990.0,4.95,,,314.65012293,0.99,0.092,0.038,-0.036,M3.5,3467.0,0.45,0.45,0.09,13.0,0.0,Radial Velocity,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,943.5989289999998,94.0
154,154,GJ 328 b,GJ 328,CJ,1,2,3771.0,4.11,,,797.74930157,2.51,0.227,0.015,-0.015,M0.0,3897.0,0.63,0.65,-0.06,5.0,0.0,Radial Velocity,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,1132.020074999993,130.0
155,155,GJ 328 c,GJ 328,CS,1,2,241.8,0.657,,,21.4,0.06733193,,0.1,-0.1,M0.0,3897.0,0.63,0.65,-0.06,1.0,0.0,Radial Velocity,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,1132.020074999993,130.0
156,156,GJ 317 b,GJ 317,CJ,1,2,695.66,1.151,,,557.1,1.75282384,0.07,0.01,-0.01,,,,0.42,,1.0,0.0,Radial Velocity,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,6926.830030000303,94.0
157,157,GJ 317 c,GJ 317,CJ,1,2,6739.323,5.23,,,522.5,1.64396061,0.17,0.02,-0.02,,,,0.42,,13.0,0.0,Radial Velocity,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,6926.830030000303,94.0
158,158,CoRoT-20 b,CoRoT-20,HJ,1,2,9.24285,0.09,,,1366.669,4.3,0.59,0.02,-0.02,,,,1.14,,1.0,0.0,Transit,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,2198.8315200000006,33.0
159,159,CoRoT-20 c,CoRoT-20,CJ,1,2,1675.0,2.9,,,5403.11,17.0,0.6,0.03,-0.03,,,,1.14,,7.0,0.0,Radial Velocity,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,2198.8315200000006,33.0
160,160,BD+202457 b,BD+202457,CJ,1,2,379.63,1.45,,,6807.63,21.42,0.15,0.03,-0.03,K2 II,4137.0,49.0,2.8,-1.0,1.0,0.0,Radial Velocity,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,1832.9725099999996,37.0
161,161,BD+202457 c,BD+202457,CJ,1,2,621.99,2.01,,,3963.17,12.47,0.18,0.06,-0.06,K2 II,4137.0,49.0,2.8,-1.0,13.0,0.0,Radial Velocity,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,1832.9725099999996,37.0
162,162,75Cet b,75Cet,CJ,2,2,696.62,1.912,,,787.89662095,2.479,0.093,0.026,-0.042,G3 III,4809.0,10.38,1.92,0.1,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,3608.0420400000003,74.0
163,163,75Cet c,75Cet,CJ,2,2,2051.62,3.929,,,289.85950718,0.912,0.023,0.191,-0.003,G3 III,4809.0,10.38,1.92,0.1,13.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,3608.0420400000003,74.0
164,164,7CMa b,7CMa,CJ,1,2,735.1,1.758,,,587.9855,1.85,0.06,0.03,-0.03,,4826.0,4.87,1.34,0.21,1.0,0.0,Radial Velocity,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,6791.346999999601,307.0
165,165,7CMa c,7CMa,CJ,1,2,996.0,2.153,,,276.5121,0.87,0.08,0.05,-0.04,,4826.0,4.87,1.34,0.21,13.0,0.0,Radial Velocity,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,6791.346999999601,307.0
166,166,47UMa b,47UMa,CJ,1,3,1078.0,2.1,,,804.08,2.53,0.032,0.014,-0.014,,5872.0,1.21334,1.06,0.04,1.0,0.0,Radial Velocity,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,7906.225200000001,220.0
167,167,47UMa c,47UMa,CJ,1,3,2391.0,3.6,,,171.621,0.54,0.098,0.047,-0.096,,5872.0,1.21334,1.06,0.04,13.0,0.0,Radial Velocity,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,7906.225200000001,220.0
168,168,47UMa d,47UMa,CJ,1,3,14002.0,11.6,,,521.22,1.64,0.16,0.09,-0.16,,5872.0,1.21334,1.06,0.04,169.0,0.0,Radial Velocity,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,7906.225200000001,220.0
169,169,24Sex b,24Sex,CJ,1,2,452.8,1.333,,,632.46,1.99,0.09,0.14,-0.06,,5098.0,4.9,1.54,-0.03,1.0,0.0,Radial Velocity,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,1906.8549999999996,74.0
170,170,24Sex c,24Sex,CJ,1,2,883.0,2.08,,,273.32,0.86,0.29,0.16,-0.09,,5098.0,4.9,1.54,-0.03,13.0,0.0,Radial Velocity,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,1906.8549999999996,74.0
171,171,XO-7 b,XO-7,HJ,1,1,2.8641424,0.04421,15.389957,1.373,225.34147,0.709,0.038,0.033,-0.033,G0 V,6250.0,1.48,1.405,0.432,1.0,0.0,Transit,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,710.1850999999951,49.0
172,172,WASP-89 b,WASP-89,HJ,1,1,3.3564227,0.0427,11.65736,1.04,1875.197,5.9,0.193,0.009,-0.009,K3,5130.0,0.88,0.92,0.15,1.0,0.0,Transit,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,733.9156299999959,20.0
173,173,WASP-81 b,WASP-81,HJ,1,1,2.7164762,0.03908,16.017661,1.429,231.69807,0.729,0.066,0.1,-0.1,,5870.0,1.283,1.08,-0.36,1.0,1.0,Transit,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,1848.9981210000042,100.0
174,174,WASP-80 b,WASP-80,HJ,1,1,3.06785234,0.0344,11.197791,0.999,170.99254,0.538,0.002,0.01,-0.002,,4143.0,0.586,0.577,-0.13,1.0,0.0,Transit,<a refstr=TRIAUD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T/abstract target=ref>Triaud et al. 2015</a>,418.8752699999968,61.0
175,175,WASP-76 b,WASP-76,HJ,2,1,1.80988198,0.033,20.78145022,1.854,284.13859586,0.894,0.0,0.1,-0.1,F7,6329.0,1.756,1.458,0.366,1.0,1.0,Transit,<a refstr=EHRENREICH_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E/abstract target=ref>Ehrenreich et al. 2020</a>,390.13124000000244,73.0
176,176,TOI-778 b,TOI-778,HJ,1,1,4.633611,0.06,15.4,1.37,878.0,2.8,0.21,0.04,-0.04,F3 V,6643.0,1.71,1.4,0.0,1.0,0.0,Transit,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,357.1860199999064,137.0
177,177,TOI-6029 b,TOI-6029,HJ,1,1,5.7987,0.0731052954017728,14.39233122,1.284,519.64944544,1.635,0.091,0.017,-0.015,,6223.0,2.338,1.548,0.37,1.0,0.0,Transit,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,418.0245700003579,44.0
178,178,TOI-5153 b,TOI-5153,WJ,1,1,20.33003,0.158,11.88151954,1.06,1036.12060682,3.26,0.091,0.024,-0.026,F8 V,6300.0,1.4,1.24,0.12,1.0,0.0,Transit,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,314.07171276025474,44.0
179,179,TOI-481 b,TOI-481,HJ,1,1,10.33111,0.097,11.09691,0.99,486.2799,1.53,0.153,0.006,-0.007,G,5735.0,1.66,1.14,0.26,1.0,0.0,Transit,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,83.32627899991348,113.0
180,180,TOI-4603 b,TOI-4603,HJ,1,1,7.24599,0.0888,11.67975789,1.042,4096.80816623,12.89,0.325,0.02,-0.02,F,6264.0,2.738,1.765,0.342,1.0,0.0,Transit,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,364.51380500011146,40.0
181,181,TOI-2589 b,TOI-2589,WJ,1,1,61.6277,0.3,12.10569916,1.08,1112.3994245,3.5,0.522,0.006,-0.006,,5579.0,1.07,0.93,0.12,1.0,0.0,Transit,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,847.8887700000778,54.0
182,182,TOI-2529 b,TOI-2529,WJ,1,1,64.5949,0.327,11.54525012,1.03,743.71847238,2.34,0.021,0.024,-0.015,,5802.0,1.7,1.11,0.1,1.0,0.0,Transit,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,470.44448000000557,65.0
183,183,TOI-2497 b,TOI-2497,WJ,1,1,10.655669,0.1166,11.14172682,0.994,1531.93292174,4.82,0.195,0.043,-0.04,,7360.0,2.36,1.859,0.094,1.0,0.0,Transit,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,397.8780990000814,107.0
184,184,TOI-2485 b,TOI-2485,WJ,1,1,11.23479,0.1093,12.1393261,1.083,766.60211768,2.412,0.0341,0.0109,-0.0087,,,1.72,1.163,,1.0,0.0,Transit,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,865.5301569999992,40.0
185,185,TOI-2420 b,TOI-2420,HJ,1,1,5.842641,0.0684,15.02003414,1.34,294.62693329,0.927,0.055,0.036,-0.031,,,2.369,1.158,,1.0,0.0,Transit,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,555.3095719469711,136.0
186,186,TOI-2368 b,TOI-2368,HJ,1,1,5.1750073,0.05649,10.83908434,0.967,206.58846455,0.65,0.061,0.066,-0.042,,5360.0,0.846,0.897,0.1,1.0,0.0,Transit,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,445.89240999985486,26.0
187,187,TOI-2338 b,TOI-2338,WJ,1,1,22.65398,0.158,11.2089807,1.0,1900.61387386,5.98,0.676,0.002,-0.002,,5581.0,1.05,0.99,0.22,1.0,0.0,Transit,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,747.0082400003448,31.0
188,188,TOI-2180 b,TOI-2180,WJ,1,1,260.79,0.828,11.32107051,1.01,875.61726129,2.755,0.3683,0.0073,-0.0073,G5,5695.0,1.636,1.111,0.253,1.0,0.0,Transit,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,538.7504849997349,99.0
189,189,TOI-2107 b,TOI-2107,HJ,1,1,2.4545467,0.03515,13.57407563,1.211,263.79757781,0.83,0.033,0.038,-0.023,,5627.0,0.932,0.961,0.07,1.0,0.0,Transit,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,500.709009999875,36.0
190,190,TOI-2010 b,TOI-2010,WJ,1,1,141.834025,0.5516,11.81426566,1.054,408.7273314,1.286,0.212,0.022,-0.021,F0,5929.0,1.079,1.112,0.168,1.0,0.0,Transit,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,991.5899499999359,110.0
191,191,TOI-1899 b,TOI-1899,WJ,1,1,29.090312,0.1525,11.09689089,0.99,212.94503269,0.67,0.044,0.029,-0.027,,3926.0,0.607,0.632,0.28,1.0,0.0,Transit,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,1025.2102899998426,48.0
192,192,TOI-1516 b,TOI-1516,HJ,1,1,2.056014,0.0330717431107773,15.24421375,1.36,1004.33776612,3.16,,0.1,-0.1,F8 V,6520.0,1.14,1.14,-0.05,1.0,0.0,Transit,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,389.74887999985367,82.0
193,193,TOI-1181 b,TOI-1181,HJ,1,1,2.103189,0.0365202433500125,17.02644168,1.519,374.71969185,1.179,0.011,0.007,-0.008,,6054.0,1.961,1.467,0.38,1.0,0.0,Transit,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,715.9958900003694,83.0
194,194,TIC 4672985 b,TIC 4672985,WJ,1,1,69.048,0.33,11.5004142,1.026,4049.13390518,12.74,0.018,0.004,-0.004,,5757.0,1.15,1.01,0.14,1.0,0.0,Transit,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,1008.2008300000016,92.0
195,195,NGTS30 b,NGTS30,WJ,1,1,98.29838,0.408,10.40193409,0.928,305.11527072,0.96,0.294,0.014,-0.01,,5455.0,0.913,0.94,-0.03,1.0,0.0,Transit,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,543.7324286899529,68.0
196,196,NGTS20 b,NGTS20,WJ,1,1,54.18915,0.313,11.99360935,1.07,947.12865286,2.98,0.432,0.023,-0.023,G1 IV,5980.0,1.78,1.47,0.15,1.0,0.0,Transit,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,789.7234097402543,64.0
197,197,NGC2682Sand978 b,NGC2682Sand978,CJ,1,1,511.21,1.3903084847810003,,,692.8694,2.18,0.16,0.07,-0.07,K4 III,4200.0,,1.37,,1.0,0.0,Radial Velocity,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,789.7234097402543,64.0
198,198,NGC2682Sand1429 b,NGC2682Sand1429,WJ,1,1,77.48,0.384,,,572.0911326,1.8,0.0,0.1,-0.1,F9.5 V,6000.0,2.13,1.26,-0.013,1.0,1.0,Radial Velocity,<a refstr=THOMAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240302911T/abstract target=ref>Thomas et al. 2024</a>,1850.2969860001467,49.0
199,199,Kepler-447 b,Kepler-447,HJ,1,1,7.79430132,0.0769,18.49,1.65,435.41,1.37,0.123,0.037,-0.036,G8 V,5493.0,1.05,1.0,0.07,1.0,0.0,Transit,<a refstr=LILLO_BOX_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.105L/abstract target=ref>Lillo-Box et al. 2015</a>,782.8087290000003,21.0
200,200,Kepler-1658 b,Kepler-1658,HJ,1,1,3.849372784,0.0544,11.99363,1.07,1868.8404,5.88,0.0628,0.0197,-0.0185,,6216.0,2.891,1.447,-0.18,1.0,0.0,Transit,<a refstr=CHONTOS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..192C/abstract target=ref>Chontos et al. 2019</a>,2866.150830999948,23.0
201,201,KOI-3680 b,KOI-3680,WJ,1,1,141.241671,0.534,11.09691,0.99,613.4119,1.93,0.496,0.031,-0.031,,5830.0,0.96,1.01,0.16,1.0,0.0,Transit,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,758.8296,25.0
202,202,KIC8121913 b,KIC8121913,HJ,1,1,3.294601,0.0491353174168614,,,667.4396547,2.1,,0.1,-0.1,,5975.3,2.233,1.456,0.252,1.0,0.0,Orbital Brightness Modulation,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,433.0770487249829,25.0
203,203,KIC3526061 b,KIC3526061,CJ,1,1,3552.0,5.14,,,5768.58558705,18.15,0.85,0.01,-0.01,,4829.0,5.86,1.42,0.12,1.0,0.0,Radial Velocity,<a refstr=KARJALAINEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220911096K/abstract target=ref>Karjalainen et al. 2022</a>,3245.803104000166,25.0
204,204,KELT4 A b,KELT4 A,HJ,3,1,2.9895932,0.04317,19.044091,1.699,286.68266,0.902,0.0,0.1,-0.1,F,6206.0,1.603,1.201,-0.116,1.0,1.0,Transit,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,493.0310800001025,46.0
205,205,KELT24 b,KELT24,HJ,2,1,5.55149296,0.0665,12.71098411,1.134,1458.83238813,4.59,0.0319,0.0079,-0.0074,,6426.0,1.338,1.268,0.138,1.0,0.0,Transit,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>,313.1736300000921,201.0
206,206,KELT17 b,KELT17,HJ,1,1,3.0801716,0.04881,17.093725,1.525,416.3573,1.31,,0.1,-0.1,A,7454.0,1.645,1.635,-0.018,1.0,0.0,Transit,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,388.013030000031,74.0
207,207,KELT12 b,KELT12,HJ,1,1,5.031623,0.06708,19.95202,1.78,301.9385,0.95,0.0,0.1,-0.1,,6279.0,2.37,1.591,0.19,1.0,1.0,Transit,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,612.3135629999451,41.0
208,208,HSPsc b,HSPsc,HJ,1,1,3.986,0.0435,,,464.02947422,1.46,0.27,0.21,-0.27,K7 V,4203.0,0.65,0.69,-0.05,1.0,0.0,Radial Velocity,<a refstr=TRAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240302378T/abstract target=ref>Tran et al. 2024</a>,1487.9284999999218,83.0
209,209,HR5183 b,HR5183,CJ,2,1,27000.0,18.0,,,1026.5909,3.23,0.84,0.04,-0.04,,5794.0,1.53,1.07,0.1,1.0,0.0,Radial Velocity,<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>,8212.606199999998,357.0
210,210,HIP 75092 b,HIP 75092,CJ,1,1,926.4,2.02,,,568.91284853,1.79,0.42,0.1,-0.1,K0 III,4891.0,4.53,1.28,-0.01,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,3874.208159999999,41.0
211,211,HIP 74890 b,HIP 74890,CJ,1,1,822.3,2.1,,,762.792,2.4,0.07,0.07,-0.07,K1 III,4850.0,5.77,1.74,0.2,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,2305.2998,31.0
212,212,HIP 114933 b,HIP 114933,CJ,1,1,1481.6,2.84,,,616.58710958,1.94,0.21,0.08,-0.08,K0 III,4823.0,5.27,1.39,0.06,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,2697.5771300000006,20.0
213,213,HIP 109600 b,HIP 109600,WJ,2,1,232.08,0.706,,,851.7844,2.68,0.163,0.006,-0.006,G5,5530.0,,0.87,-0.12,1.0,0.0,Radial Velocity,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,2496.1684999999998,34.0
214,214,HIP 109384 b,HIP 109384,CJ,1,1,499.48,1.134,,,495.8148,1.56,0.549,0.003,-0.003,G5,5180.0,,0.78,-0.26,1.0,0.0,Radial Velocity,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,2775.659200000002,42.0
215,215,HIP 107773 b,HIP 107773,WJ,1,1,144.3,0.72,,,629.3034,1.98,0.09,0.06,-0.06,K1 III,4945.0,11.6,2.42,0.03,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..14J/abstract target=ref>Jones et al. 2015</a>,1673.7560999999996,63.0
216,216,HIP 105854 b,HIP 105854,WJ,1,1,184.2,0.81,,,2606.1,8.2,0.02,0.03,-0.03,K2 III,4780.0,,2.1,0.31,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A.113J/abstract target=ref> Jones et al. 2014</a>,1278.723,49.0
217,217,HD 99283 b,HD 99283,CJ,1,1,310.4,1.08,,,308.29355479,0.97,0.2,0.102,-0.146,K0 III,4886.0,11.21,1.76,-0.16,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,5046.097000000067,82.0
218,218,HD 98736 b,HD 98736,CJ,2,1,968.8,1.864,,,740.5439,2.33,0.226,0.064,-0.064,,5271.0,0.93,0.92,0.36,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4815.878000000001,20.0
