,pl_name,hostname,sy_snum,sy_pnum,pl_type,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,se_companion,ss_companion,gg_companion
583,HATS-54 b,HATS-54,1,1,HJ,2.5441765,0.037,239.32479,0.753,0.0,G6 V,5621.0,1.23,1.05,0.37,0,0,0
584,HATS-51 b,HATS-51,1,1,HJ,3.3488702,0.04639,244.09344,0.768,0.33,,5758.0,1.44,1.19,,0,0,0
585,HATS-50 b,HATS-50,1,1,HS,3.8297015,0.05046,123.9537,0.39,0.516,,5990.0,1.12,1.17,,0,0,0
586,HATS-41 b,HATS-41,1,1,HJ,4.193649,0.0583,3082.951,9.7,0.38,,6424.0,1.71,1.5,0.47,0,0,0
587,HATS-40 b,HATS-40,1,1,HJ,3.2642736,0.04997,505.3497,1.59,0.312,,6460.0,2.26,1.56,0.01,0,0,0
588,HATS-33 b,HATS-33,1,1,HJ,2.5495551,0.03727,378.85336,1.192,0.08,,5659.0,1.02,1.06,0.29,0,0,0
589,HATS-27 b,HATS-27,1,1,HJ,4.637038,0.0611,168.4499,0.53,0.581,F,6438.0,1.74,1.42,0.09,0,0,0
590,HATS-15 b,HATS-15,1,1,HJ,1.74748753,0.02712,689.6911,2.17,0.126,G9 V,5311.0,0.92,0.87,0.0,0,0,0
591,HATS-14 b,HATS-14,1,1,HJ,2.7667641,0.03815,340.39593,1.071,0.142,,5346.0,0.93,0.97,0.33,0,0,0
592,HATS-10 b,HATS-10,1,1,HJ,3.312846,0.04491,167.17858,0.526,0.501,,5880.0,1.1,1.1,0.15,0,0,0
593,HAT-P-70 b,HAT-P-70,1,1,HJ,2.74432452,0.04739,2154.8874,6.78,0.0,,8450.0,1.86,1.89,-0.059,0,0,0
594,HAT-P-69 b,HAT-P-69,1,1,HJ,4.7869491,0.06555,1137.8314,3.58,0.0,,7394.0,1.93,1.65,-0.069,0,0,0
595,HAT-P-66 b,HAT-P-66,1,1,HJ,2.972086,0.04363,248.86089,0.783,0.09,G0,6002.0,1.88,1.25,0.035,0,0,0
596,HAT-P-64 b,HAT-P-64,1,1,HJ,4.007232,0.05387,184.34048,0.58,0.101,,6457.0,1.74,1.3,-0.113,0,0,0
597,HAT-P-63 b,HAT-P-63,1,1,HJ,3.377728,0.04294,195.14664,0.614,0.069,,5400.0,0.97,0.93,0.251,0,0,0
598,HAT-P-61 b,HAT-P-61,1,1,HJ,1.90231289,0.0301,335.94463,1.057,0.113,,5587.0,0.94,1.0,0.194,0,0,0
599,HAT-P-60 b,HAT-P-60,1,1,HJ,4.7947813,0.06277,182.43351,0.574,0.25,,6212.0,2.2,1.44,0.037,0,0,0
600,HAT-P-50 b,HAT-P-50,1,1,HJ,3.1220109,0.0453,429.0705,1.35,0.115,,6280.0,1.7,1.27,-0.18,0,0,0
601,HAT-P-39 b,HAT-P-39,2,1,HJ,3.54387,0.0509,190.372,0.599,0.0,,6430.0,1.62,1.4,,0,0,0
602,HAT-P-34 b,HAT-P-34,1,1,HJ,5.452654,0.06774,1058.3739,3.33,0.432,,6442.0,1.53,1.39,0.22,0,0,0
603,HAT-P-33 b,HAT-P-33,2,1,CJ,3.47447,27.182746073288236,292.4036,0.92,0.0,,6446.0,1.79,1.82,0.05,0,0,0
604,HAT-P-32 b,HAT-P-32,2,1,HJ,2.1500082,0.03397,216.1244,0.68,0.159,,6001.0,1.37,1.13,-0.16,0,0,0
605,HAT-P-31 b,HAT-P-31,1,1,CJ,5.00542,19.09818042050697,721.4741,2.27,0.25,,6065.0,1.39,1.31,0.15,0,0,0
606,HAT-P-30 b,HAT-P-30,2,1,CJ,2.8106,29.678351973030306,263.7989,0.83,0.04,,6304.0,1.31,1.55,0.13,0,0,0
607,HAT-P-3 b,HAT-P-3,2,1,CJ,2.8997,25.609149317571696,206.5895,0.65,0.0,,5185.0,0.87,1.06,0.27,0,0,0
608,HAT-P-29 b,HAT-P-29,2,1,CJ,5.72319,18.067267211270465,279.6904,0.88,0.09,,6087.0,1.3,1.45,0.21,0,0,0
609,HAT-P-27 b,HAT-P-27,2,1,HJ,3.039577,0.04,197.05,0.62,0.0,,5316.0,0.86,0.92,0.3,0,0,0
610,HAT-P-24 b,HAT-P-24,2,1,CJ,3.35524,25.309663527375434,238.3725,0.75,0.07,,6373.0,1.38,1.37,-0.16,0,0,0
611,HAT-P-22 b,HAT-P-22,2,1,CJ,3.21222,24.43531092874864,785.0401,2.47,0.02,,5302.0,1.11,1.13,0.24,0,0,0
612,HAT-P-21 b,HAT-P-21,1,1,CJ,4.12448,21.334853744762956,1547.8321,4.87,0.23,,5588.0,1.21,1.24,0.01,0,0,0
613,HAT-P-20 b,HAT-P-20,1,1,HJ,2.875317,0.0361,2302.899,7.246,0.015,K3,4595.0,0.69,0.76,0.35,0,0,0
614,HAT-P-16 b,HAT-P-16,3,1,HJ,2.77596,0.0413,1332.605,4.193,0.036,F8,6158.0,1.24,1.22,0.17,0,0,0
615,HAT-P-15 b,HAT-P-15,1,1,CJ,10.8635,10.412349340197128,616.5902,1.94,0.19,,5568.0,1.07,1.0,0.22,0,0,0
616,HAT-P-14 b,HAT-P-14,2,1,CJ,4.62767,25.45084932134153,1093.3352,3.44,0.11,,6600.0,1.82,2.65,0.11,0,0,0
617,HAT-P-1 b,HAT-P-1,2,1,HJ,4.46529976,0.05561,166.86075,0.525,,,5980.0,1.17,1.15,0.13,0,0,0
618,GJ 3021 b,GJ 3021,2,1,WJ,133.71,0.49,1071.04,3.37,0.511,G6 V,5540.0,0.9,0.9,0.1,0,0,0
619,GJ 179 b,GJ 179,1,1,CJ,2288.0,2.41,260.61,0.82,0.21,M3.5 V,3370.0,0.38,0.36,0.3,0,0,0
620,CoRoT-9 b,CoRoT-9,2,1,WJ,95.272656,0.4021,266.9772,0.84,0.133,,5625.0,0.96,0.96,-0.01,0,0,0
621,CoRoT-29 b,CoRoT-29,1,1,HJ,2.85057,0.0386,270.1555,0.85,0.082,K0 V,5260.0,0.9,0.97,0.2,0,0,0
622,CoRoT-26 b,CoRoT-26,1,1,HJ,4.20474,0.0526,165.26,0.52,0.0,G5,5590.0,1.79,1.09,0.01,0,0,0
623,CoRoT-16 b,CoRoT-16,1,1,HJ,5.35227,0.0618,170.032,0.535,0.33,G5 V,5650.0,1.19,1.1,0.19,0,0,0
624,CoRoT-12 b,CoRoT-12,1,1,HJ,2.828042,0.04016,291.438,0.917,0.07,,5675.0,1.12,1.08,0.16,0,0,0
625,CI Tau c,CI Tau,1,1,WJ,25.2,0.17,1144.18227,3.6,0.58,,,,,,0,0,0
626,BD+55 362 b,BD+55 362,1,1,WJ,265.59,0.78,228.83645,0.72,0.27,K3,5012.0,,0.91,0.18,0,0,0
627,BD+49 828 b,BD+49 828,1,1,CJ,2590.0,4.2,508.5,1.6,0.35,K0,4943.0,7.6,1.52,-0.19,0,0,0
628,BD+48 740 b,BD+48 740,1,1,CJ,733.0,1.7,540.311,1.7,0.76,,4534.0,10.33,1.09,-0.13,0,0,0
629,BD+48 738 b,BD+48 738,1,1,CJ,392.6,1.0,289.2253,0.91,0.2,K0 III,4414.0,11.0,0.74,-0.2,0,0,0
630,BD+20 274 b,BD+20 274,1,1,CJ,578.2,1.3,1334.886,4.2,0.21,K5 III,4296.0,17.3,0.8,-0.46,0,0,0
631,BD+15 2940 b,BD+15 2940,1,1,WJ,137.48,0.539,352.78,1.11,0.26,K0,4796.0,14.7,1.1,0.28,0,0,0
632,BD+15 2375 b,BD+15 2375,1,1,WJ,153.22,0.576,337.21763,1.061,0.001,,4649.0,8.95,1.08,-0.22,0,0,0
633,BD+03 2562 b,BD+03 2562,1,1,CJ,481.9,1.3,2034.112,6.4,0.2,,4095.0,32.35,1.14,-0.71,0,0,0
634,91 Aqr b,91 Aqr,3,1,WJ,181.4,0.7,1017.0,3.2,0.027,K0 III,4665.0,11.0,1.4,-0.03,0,0,0
635,81 Cet b,81 Cet,1,1,CJ,1005.57,2.104,1051.05854,3.307,0.037,G5 III,4734.0,11.21,1.23,-0.11,0,0,0
636,70 Vir b,70 Vir,1,1,WJ,116.688,0.481,2357.02728,7.416,0.3988,,5495.0,1.89,1.09,,0,0,0
637,6 Lyn b,6 Lyn,1,1,CJ,919.86,2.028,597.83523,1.881,0.042,K0 IV,4941.0,4.94,1.32,-0.17,0,0,0
638,42 Dra b,42 Dra,2,1,CJ,479.1,1.19,1233.13,3.88,0.38,K1.5 III,4200.0,22.03,0.98,-0.46,0,0,0
639,4 UMa b,4 UMa,1,1,WJ,270.27,0.877,2511.48007,7.902,0.453,K1 III,4415.0,18.11,1.23,-0.25,0,0,0
640,24 Boo b,24 Boo,1,1,WJ,30.33,0.194,280.64248,0.883,0.032,G3 IV,4816.0,12.19,1.05,-0.78,0,0,0
641,18 Del b,18 Del,2,1,CJ,982.85,2.476,2926.24614,9.207,0.024,G6 III,4980.0,8.8,2.1,-0.06,0,0,0
642,17 Sco b,17 Sco,1,1,CJ,578.38,1.45,1373.01872,4.32,0.06,K3 III,4157.0,25.92,1.22,-0.01,0,0,0
643,14 And b,14 And,1,1,WJ,186.76,0.775,1131.1513,3.559,0.0,K0 III,4888.0,11.55,1.78,-0.21,0,0,0
644,11 Com b,11 Com,2,1,CJ,323.21,1.178,4914.89849,15.464,0.238,G8 III,4874.0,13.76,2.09,-0.26,0,0,0
645,rho CrB c,rho CrB,1,4,CS,102.19,0.4206,28.2,0.08873,0.096,,5817.0,1.34,0.95,-0.2,0,0,0
646,rho CrB d,rho CrB,1,4,CS,282.2,0.827,21.6,0.06796,0.0,,5817.0,1.34,0.95,-0.2,0,0,0
647,rho CrB e,rho CrB,1,4,SE,12.949,0.1061,3.79,0.01192,0.126,,5817.0,1.34,0.95,-0.2,0,0,0
648,WASP-96 b,WASP-96,1,1,HS,3.4252602,0.0453,152.55,0.48,0.0,G8,5540.0,1.05,1.06,0.14,0,0,0
649,WASP-94 A b,WASP-94 A,2,2,CJ,3.95019,24.248715781481902,158.915,0.5,0.0,,6170.0,1.48,1.67,0.26,0,0,0
650,WASP-88 b,WASP-88,1,1,CS,4.954,17.21606363834106,133.4886,0.42,0.0,,6430.0,1.8,0.94,-0.08,0,0,0
651,WASP-83 b,WASP-83,1,1,HS,4.971252,0.059,95.349,0.3,0.0,G8,5510.0,1.05,1.11,0.29,0,0,0
652,WASP-69 b,WASP-69,1,1,CS,3.86814,20.587446271036725,92.1707,0.29,0.0,,4700.0,0.86,0.98,0.15,0,0,0
653,WASP-63 b,WASP-63,1,1,CS,4.37808,20.720939249819413,117.5971,0.37,0.0,,5550.0,1.86,1.28,0.08,0,0,0
654,WASP-6 b,WASP-6,1,1,CS,3.36101,18.6496035055434,117.5971,0.37,0.05,,5450.0,0.73,0.55,-0.2,0,0,0
655,WASP-49 b,WASP-49,2,1,CS,2.78174,25.113861514635822,117.5971,0.37,0.0,,5600.0,0.97,0.92,-0.23,0,0,0
656,WASP-21 b,WASP-21,1,1,HS,4.322482,0.052,95.345,0.3,0.0,G3 V,,,,,0,0,0
657,WASP-20 b,WASP-20,2,1,HS,4.8996284,0.06,98.841,0.311,0.0,F9,5940.0,1.39,1.2,-0.008,0,0,0
658,WASP-193 b,WASP-193,1,1,HS,6.2463345,0.0676,44.17815,0.139,0.056,F9,6078.0,1.24,1.06,-0.06,0,0,0
659,WASP-182 b,WASP-182,1,1,HS,3.3769848,0.0451,47.03884,0.148,0.0,G5,5638.0,1.34,1.08,0.27,0,0,0
660,WASP-181 b,WASP-181,1,1,HS,4.5195064,0.05427,95.03117,0.299,,G2,5839.0,0.96,1.04,0.09,0,0,0
661,WASP-172 b,WASP-172,1,1,HS,5.477433,0.0694,149.3801,0.47,0.0,F1 V,6900.0,1.91,1.49,-0.1,0,0,0
662,WASP-168 b,WASP-168,2,1,HS,4.153658,0.0519,133.4886,0.42,0.0,F9 V,6000.0,1.12,1.08,-0.01,0,0,0
663,WASP-166 b,WASP-166,1,1,HS,5.44354,0.0641,32.10083,0.101,0.0,F9 V,6050.0,1.22,1.19,0.19,0,0,0
664,WASP-160 B b,WASP-160 B,2,1,HS,3.7684952,0.0452,88.35674,0.278,0.0,K0 V,5298.0,0.87,0.87,0.27,0,0,0
665,WASP-156 b,WASP-156,1,1,HS,3.8361623,0.0458,41.8,0.13152,0.0,,4987.0,0.83,0.87,0.305,0,0,0
666,WASP-153 b,WASP-153,1,1,HS,3.332609,0.048,123.9537,0.39,0.009,G0,5914.0,1.73,1.34,0.34,0,0,0
667,WASP-148 b,WASP-148,1,2,HS,8.803809,0.08215,91.21675,0.287,0.208,,5555.0,0.91,0.95,0.099,0,0,0
668,WASP-148 c,WASP-148,1,2,CS,34.524,0.2044,124.58874,0.392,0.1809,,5555.0,0.91,0.95,0.099,0,0,0
669,WASP-147 b,WASP-147,1,1,HS,4.60273,0.0549,87.40325,0.275,0.0,G4,5702.0,1.43,1.04,0.092,0,0,0
670,WASP-139 b,WASP-139,2,1,HS,5.924262,0.062,37.18611,0.117,0.0,K0,5310.0,0.8,0.92,0.2,0,0,0
671,WASP-131 b,WASP-131,1,1,HS,5.322023,0.0607,85.8141,0.27,0.0,G0,6030.0,1.53,1.06,-0.18,0,0,0
672,WASP-13 b,WASP-13,1,1,CS,4.35301,17.170369134914154,114.4188,0.36,0.0,,5950.0,1.37,0.72,0.0,0,0,0
673,WASP-117 b,WASP-117,1,1,CS,10.02165,11.960949559848613,95.349,0.3,0.3,,6040.0,1.22,1.29,-0.11,0,0,0
674,WASP-107 b,WASP-107,1,2,CS,5.7214742,14.039756790196117,30.5,0.096,0.06,,4425.0,0.67,0.68,0.02,0,0,0
675,WASP-107 c,WASP-107,1,2,CS,1088.0,0.424566395748615,115.0,0.36,0.28,,4425.0,0.67,0.68,0.02,0,0,0
676,TYC 2187-512-1 b,TYC 2187-512-1,1,1,CS,691.9,1.22,104.88337,0.33,0.05,M1.0 V,3734.0,0.49,0.5,0.08,0,0,0
677,TOI-849 b,TOI-849,1,1,HS,0.765548,0.0155,41.8,0.13152,0.0,,5257.0,0.97,0.97,,0,0,0
678,TOI-815 b,TOI-815,2,2,SE,11.197259,0.0903,7.6,0.02391,0.2,K3 V,4869.0,0.77,0.78,-0.09,0,0,0
679,TOI-815 c,TOI-815,2,2,CS,34.976145,0.193,23.5,0.07394,0.22,K3 V,4869.0,0.77,0.78,-0.09,0,0,0
680,TOI-622 b,TOI-622,1,1,HS,6.402513,0.0708,96.30201,0.303,0.42,F6 V,6400.0,1.42,1.31,0.09,0,0,0
681,TOI-615 b,TOI-615,1,1,HS,4.6615983,0.0678,138.25536,0.435,0.39,F2 V,6850.0,1.73,1.45,-0.1,0,0,0
682,TOI-544 b,TOI-544,1,2,SE,1.548352,0.0225,2.89,0.00909,0.0,,4169.0,0.62,0.63,-0.17,0,0,0
683,TOI-544 c,TOI-544,1,2,CS,50.089,3.2221606175811233,21.5,0.06765,0.32,,4169.0,0.62,0.63,-0.17,0,0,0
684,TOI-5398 b,TOI-5398,1,2,HS,10.590547,0.098,58.7,0.18469,0.13,G V,6000.0,1.05,1.15,0.09,0,0,0
685,TOI-5398 c,TOI-5398,1,2,SE,4.77271,0.057,11.8,0.03713,0.14,G V,6000.0,1.05,1.15,0.09,0,0,0
686,TOI-500 b,TOI-500,1,4,SE,0.548177,0.01189,1.42,0.00447,0.063,K6 V,4440.0,0.68,0.74,0.12,0,0,0
687,TOI-500 c,TOI-500,1,4,SE,6.6356,13.082347590270462,5.03,0.01583,0.072,K6 V,4440.0,0.68,0.74,0.12,0,0,0
688,TOI-500 d,TOI-500,1,4,CS,26.233,5.2324751770415165,33.12,0.10421,0.016,K6 V,4440.0,0.68,0.74,0.12,0,0,0
689,TOI-500 e,TOI-500,1,4,SE,61.3,2.9714299734884135,15.05,0.04735,0.073,K6 V,4440.0,0.68,0.74,0.12,0,0,0
690,TOI-4994 b,TOI-4994,1,1,CS,21.491984,0.1515,88.99195,0.28,0.319,,5640.0,1.05,1.0,0.165,0,0,0
691,TOI-4860 b,TOI-4860,1,1,HS,1.5227591,0.01808,86.7,0.273,0.008,M3.5 V,3260.0,0.36,0.34,0.27,0,0,0
692,TOI-4406 b,TOI-4406,1,1,CS,30.08364,0.201,95.34852,0.3,0.15,,6219.0,1.29,1.19,0.1,0,0,0
693,TOI-3629 b,TOI-3629,1,1,HS,3.936551,0.043,82.63539,0.26,0.05,M1,3870.0,0.6,0.63,0.4,0,0,0
694,TOI-257 b,TOI-257,1,1,CS,18.38818,0.1528,43.86032,0.138,0.0,,6095.0,1.87,1.41,0.175,0,0,0
695,TOI-2447 b,TOI-2447,1,1,CS,69.33684,0.347,124.90656,0.393,0.17,,5730.0,1.01,1.03,0.18,0,0,0
696,TOI-2141 b,TOI-2141,1,1,CS,18.26157,0.133,24.0,0.075,0.21,,5659.0,0.98,0.94,-0.12,0,0,0
697,TOI-2134 b,TOI-2134,1,2,SE,9.2292005,0.078,9.13,0.02873,0.06,K5 V,4580.0,0.71,0.74,0.12,0,0,0
698,TOI-2134 c,TOI-2134,1,2,CS,95.5,0.371,41.89,0.1318,0.67,K5 V,4580.0,0.71,0.74,0.12,0,0,0
699,TOI-201 b,TOI-201,1,1,CS,52.97818,0.3,133.4886,0.42,0.28,F6 V,6394.0,1.32,1.32,0.24,0,0,0
700,TOI-2000 b,TOI-2000,1,2,SE,3.09833,0.04271,11.0,0.0347,0.0,,5611.0,1.13,1.08,0.439,0,0,0
701,TOI-2000 c,TOI-2000,1,2,HS,9.127055,0.0878,81.7,0.257,0.063,,5611.0,1.13,1.08,0.439,0,0,0
702,TOI-199 b,TOI-199,1,2,CS,104.854,0.4254,54.03083,0.17,0.09,G9 V,5255.0,0.82,0.94,0.22,0,0,0
703,TOI-199 c,TOI-199,1,2,CS,273.69,0.807,88.99195,0.28,0.096,G9 V,5255.0,0.82,0.94,0.22,0,0,0
704,TOI-1853 b,TOI-1853,1,1,HS,1.2436258,0.0213,73.2,0.23031,0.03,K2.5 V,4985.0,0.81,0.84,0.11,0,0,0
705,TOI-181 b,TOI-181,1,1,HS,4.532,0.0539,46.1687,0.1452,0.1543,K,4994.0,0.74,0.82,0.272,0,0,0
706,TOI-1273 b,TOI-1273,1,1,HS,4.631296,0.0549,70.55791,0.222,0.055,,5690.0,1.06,1.06,0.07,0,0,0
707,TOI-1268 b,TOI-1268,1,1,HS,8.1577094,0.0711,96.4,0.30331,0.105,K1-K2,5300.0,0.92,0.96,0.36,0,0,0
708,TOI-1199 b,TOI-1199,1,1,HS,3.671463,0.04988,75.96099,0.239,0.03,,5710.0,1.45,1.23,0.44,0,0,0
709,TOI-1173 b,TOI-1173,2,1,HS,7.06466,0.0696,27.4,0.08621,0.023,G9,5350.0,0.93,0.91,0.139,0,0,0
710,NGTS-5 b,NGTS-5,1,1,HS,3.3569866,0.0382,72.78307,0.229,0.0,K2 V,4987.0,0.74,0.66,0.12,0,0,0
711,NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,CS,4.087,20.871825489268417,146.2018,0.46,0.15,F9 V,6165.0,,1.14,,0,0,0
712,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,CS,5.118,16.964932380251447,127.132,0.4,0.28,G5 V,5725.0,,0.96,,0,0,0
713,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,CS,6.959,14.058461953617861,101.7056,0.32,0.3,G5 V,5780.0,,1.01,,0,0,0
714,Kepler-77 b,Kepler-77,1,1,HS,3.57878087,0.04501,136.661,0.43,0.0,G5 V,5520.0,0.99,0.95,0.2,0,0,0
715,Kepler-68 b,Kepler-68,2,4,SE,5.39875259,0.06135,8.03,0.02527,0.09,,5847.0,1.26,1.06,0.11,0,0,0
716,Kepler-68 c,Kepler-68,2,4,SE,9.605027,0.09008,1.3,0.00409,0.099,,5847.0,1.26,1.06,0.11,0,0,0
717,Kepler-68 d,Kepler-68,2,4,CJ,632.62,1.469,238.05348,0.749,0.102,,5847.0,1.26,1.06,0.11,1,0,0
718,Kepler-68 e,Kepler-68,2,4,CS,3455.0,4.6,86.44933,0.272,0.33,,5847.0,1.26,1.06,0.11,0,0,0
719,Kepler-1656 b,Kepler-1656,1,2,CS,31.562,0.1974,47.8,0.15,0.838,,,1.1,1.03,,0,0,0
720,Kepler-1656 c,Kepler-1656,1,2,CS,1919.0,3.053,126.4,0.4,0.527,,,1.1,1.03,,0,0,0
721,Kepler-129 b,Kepler-129,1,3,CS,15.79,0.13,20.0,0.06293,,G4 V,5770.0,1.65,1.18,0.29,0,0,0
722,Kepler-129 c,Kepler-129,1,3,CS,82.2,0.39,43.0,0.13529,,G4 V,5770.0,1.65,1.18,0.29,0,0,0
723,Kepler-129 d,Kepler-129,1,3,CJ,2646.0,4.0,2637.97578,8.3,0.15,G4 V,5770.0,1.65,1.18,0.29,0,1,0
724,Kepler-103 b,Kepler-103,1,2,SE,15.9653287,0.13223,9.8,0.03083,0.093,,6009.0,1.49,1.21,0.16,0,0,0
725,Kepler-103 c,Kepler-103,1,2,CS,179.60978,0.6639,38.0,0.11956,0.095,,6009.0,1.49,1.21,0.16,0,0,0
726,Kepler-101 b,Kepler-101,1,2,HS,3.4876812,0.0474,51.1,0.16,0.086,G3 IV,5667.0,1.56,1.17,0.33,0,0,0
727,Kepler-101 c,Kepler-101,1,2,SE,6.02976,0.0684,3.78,0.01,0.0,G3 IV,5667.0,1.56,1.17,0.33,0,0,0
728,Kepler-100 b,Kepler-100,1,4,SE,6.88705,14.475969880367527,7.34,0.023,,,5825.0,1.49,1.08,0.02,0,0,0
729,Kepler-100 c,Kepler-100,1,4,SE,12.8159,9.56835077434345,7.05,0.02218,,,5825.0,1.49,1.08,0.02,0,0,0
730,Kepler-100 d,Kepler-100,1,4,SE,35.3331,4.866484372640387,3.0,0.00944,,,5825.0,1.49,1.08,0.02,0,0,0
731,Kepler-100 e,Kepler-100,1,4,CS,60.888588,0.312392,24.14272,0.07596,0.026437,,,,1.1,,0,0,0
732,KOI-94 b,KOI-94,2,4,SE,3.743208,0.05119,10.5,0.033,0.25,,6182.0,1.52,1.28,0.023,0,0,0
733,KOI-94 c,KOI-94,2,4,SE,10.423648,0.1013,15.6,0.049,0.43,,6182.0,1.52,1.28,0.023,0,0,0
734,KOI-94 d,KOI-94,2,4,CS,22.342989,0.1684,106.0,0.334,0.022,,6182.0,1.52,1.28,0.023,0,0,0
735,KOI-94 e,KOI-94,2,4,CS,54.32031,0.3046,35.0,0.11,0.019,,6182.0,1.52,1.28,0.023,0,0,0
736,K2-66 b,K2-66,1,1,HS,5.06963,0.05983,21.3,0.06702,0.0,,5887.0,1.67,1.11,-0.047,0,0,0
737,K2-329 b,K2-329,1,1,CS,12.4551225,0.1016,82.6358,0.26,0.0697,,5282.0,0.82,0.9,0.098,0,0,0
738,K2-280 b,K2-280,1,1,CS,19.89526,0.1461,37.1,0.11673,0.35,,5500.0,1.28,1.03,0.33,0,0,0
739,K2-27 b,K2-27,3,1,HS,6.771315,0.06702,30.9,0.09722,0.251,,5248.0,0.89,0.87,0.13,0,0,0
740,K2-25 b,K2-25,1,1,HS,3.48456408,0.0287,24.5,0.07709,0.428,M4.5 V,3207.0,0.29,0.26,0.15,0,0,0
741,K2-100 b,K2-100,1,1,HS,1.6739035,0.0301,21.8,0.06859,0.0,G0 V,5945.0,1.24,1.15,0.22,0,0,0
742,HIP 48714 b,HIP 48714,1,1,CS,17.818,0.112,22.9,0.07205,0.5,M0.5 Ve,,,0.58,,0,0,0
743,HD 99492 b,HD 99492,2,2,CS,17.0503,7.303205733247246,25.5,0.08023,0.034,K2 V,4929.0,,0.85,0.3,0,0,0
744,HD 99492 c,HD 99492,2,2,SE,95.233,2.3199390465572627,17.9,0.05632,0.063,K2 V,4929.0,,0.85,0.3,0,0,0
745,HD 95338 b,HD 95338,1,1,CS,55.087,0.262,42.44,0.13353,0.197,K0.5 V,5212.0,0.87,0.83,0.04,0,0,0
746,HD 88133 b,HD 88133,1,1,HS,3.414884,0.0479,90.42263,0.2845,0.031,,5392.0,2.2,1.26,,0,0,0
747,HD 86226 b,HD 86226,1,2,CS,1628.0,2.73,143.0235,0.45,0.059,G1 V,5863.0,1.05,1.02,0.018,0,0,0
748,HD 86226 c,HD 86226,1,2,SE,3.98442,0.049,7.25,0.02281,0.075,G1 V,5863.0,1.05,1.02,0.018,0,0,0
749,HD 85390 b,HD 85390,1,1,CS,799.52,1.373,31.46517,0.099,0.5,,5186.0,,0.76,,0,0,0
750,HD 74698 b,HD 74698,1,2,CS,15.017,0.121,23.0,0.07,0.1,G5 V,5783.0,1.33,1.04,0.07,0,0,0
751,HD 74698 c,HD 74698,1,2,CS,3449.0,4.5,126.0,0.4,0.2,G5 V,5783.0,1.33,1.04,0.07,0,0,0
752,HD 63433 b,HD 63433,1,3,HS,7.1079384,0.072,37.3,0.11736,0.0,,5634.0,0.92,0.99,0.079,0,0,0
753,HD 63433 c,HD 63433,1,3,SE,20.543847,0.146,17.2,0.05412,0.0,,5634.0,0.92,0.99,0.079,0,0,0
754,HD 63433 d,HD 63433,1,3,CJ,4.209075,0.0503,,,0.16,G5 V,5688.0,0.91,0.99,0.03,0,0,0
755,HD 564 b,HD 564,1,1,CS,492.3,1.2,104.88,0.33,0.096,G2/G3 V,5902.0,1.01,0.96,-0.2,0,0,0
756,HD 47186 b,HD 47186,1,2,HS,4.0845,0.05,22.2481,0.07,0.04,,5657.0,1.08,0.96,0.24,0,0,0
757,HD 47186 c,HD 47186,1,2,CS,1353.6,2.395,111.42,0.35061,0.249,,,,,,0,0,0
758,HD 46375 b,HD 46375,2,1,HS,3.023573,0.0398,71.8,0.226,0.063,,5285.0,,0.92,0.24,0,0,0
759,HD 3765 b,HD 3765,1,1,CS,1211.0,2.108,54.98431,0.173,0.298,,5049.8,0.83,0.85,0.172,0,0,0
760,HD 3651 b,HD 3651,1,1,CS,62.25,0.295,72.46524,0.228,0.645,,5221.0,,0.8,,0,0,0
761,HD 33283 b,HD 33283,2,1,CS,18.1991,0.1508,104.56607,0.329,0.399,G3/G5 V,5935.0,1.97,1.38,0.35,0,0,0
762,HD 332231 b,HD 332231,1,1,CS,18.712024,0.145,74.1,0.23314,0.0,,6128.0,1.27,1.16,0.043,0,0,0
763,HD 30669 b,HD 30669,1,1,CS,1684.0,2.69,149.37,0.47,0.18,G9 V,5400.0,0.91,0.92,0.13,0,0,0
764,HD 220197 b,HD 220197,1,1,CS,1728.0,2.729,63.566,0.2,0.187,,5683.0,0.98,0.91,-0.55,0,0,0
765,HD 21411 b,HD 21411,1,1,CS,84.288,0.362,65.9,0.20734,0.4,G8 V,5605.0,,0.89,,0,0,0
766,HD 210193 b,HD 210193,1,1,CS,649.918,1.487,153.1,0.4817,0.24,G3 V,5790.0,,1.04,,0,0,0
767,HD 206255 b,HD 206255,1,1,CS,96.045,0.461,34.2,0.1076,0.23,G5 IV/V,5635.0,,1.42,,0,0,0
768,HD 192310 b,HD 192310,1,2,SE,74.72,0.32,16.9,0.0532,0.13,,5166.0,,0.8,-0.04,0,0,0
769,HD 192310 c,HD 192310,1,2,CS,525.8,1.18,24.0,0.076,0.32,,5166.0,,0.8,-0.04,0,0,0
770,HD 18599 b,HD 18599,2,1,HS,4.1374354,0.048,24.1,0.07583,0.34,K2 V,5145.0,0.77,0.86,0.0,0,0,0
771,HD 184010 b,HD 184010,1,3,CS,286.6,0.94,98.52681,0.31,0.0,K0 III-IV,4971.0,4.86,1.35,-0.17,0,0,0
772,HD 184010 c,HD 184010,1,3,CS,484.3,1.334,95.34852,0.3,0.0,K0 III-IV,4971.0,4.86,1.35,-0.17,0,0,0
